公交线路,站点
北京140路公交车路线 北京站东—石佛营西里,"北京站东,北京站前街,北京站口东,日坛路,永安里路口西,永安里路口北,北京制药厂,光华桥西,光华桥北,呼家楼北,呼家楼北街,水碓子,金台路,金台路口东,延静里,红领巾公园,八里庄南里,农民日报社,农民日报社北,八里庄北里东站,八里庄北里,高庙,高庙北,豆各庄路口西,豆各庄路口南,石佛营东里,石佛营西里东站,石佛营西里"
北京300快内环公交车路线 草桥—草桥,"草桥,玉泉营桥西,夏家胡同,丽泽桥,六里桥南,六里桥北里,公主坟南,航天桥,紫竹桥,四通桥西,北太平桥西,马甸桥东,安贞桥西,静安庄,三元桥,亮马桥,双井桥北,潘家园桥北,十里河桥北,方庄桥东,方庄桥西,刘家窑桥,木樨园桥东,洋桥西,草桥"
北京300内环公交车路线 和平东桥—和平西桥,"和平东桥,西坝河,静安庄,三元桥,亮马桥,双井桥北,双井桥南,潘家园桥北,十里河桥北,方庄桥东,方庄桥西,刘家窑桥,木樨园桥东,木樨园桥,木樨园桥西,洋桥西,草桥,玉泉营桥西,夏家胡同,丽泽桥,西局,六里桥南,六里桥北里,公主坟南,航天桥,花园桥北,紫竹桥,万寿寺,四通桥西,蓟门桥西,北太平桥西,马甸桥东,安华桥西,安贞桥西,安贞桥东,和平西桥"
北京300外环公交车路线 十里河桥北—十里河桥西,"十里河桥北,华威桥南,潘家园桥北,双井桥南,双井桥北,亮马桥,三元桥,静安庄,西坝河,安贞桥东,安贞桥西,安华桥西,马甸桥东,北太平桥西,蓟门桥西,四通桥西,万寿寺,紫竹桥,花园桥北,航天桥,公主坟南,六里桥北里,六里桥南,西局,丽泽桥,夏家胡同,玉泉营桥西,草桥,洋桥西,木樨园桥西,木樨园桥,木樨园桥东,刘家窑桥,方庄桥西,方庄桥东,十里河桥西"
北京300快外环公交车路线 大钟寺—大钟寺,"大钟寺,四通桥西,紫竹桥,航天桥,公主坟南,六里桥北里,六里桥南,丽泽桥,夏家胡同,玉泉营桥西,草桥,洋桥西,木樨园桥东,刘家窑桥,方庄桥西,方庄桥东,十里河桥北,潘家园桥北,双井桥北,亮马桥,三元桥,静安庄,安贞桥西,马甸桥东,北太平桥西,大钟寺"
北京301路公交车路线 安定门—天通北苑,"安定门,地坛西门,蒋宅口,安贞桥北,五路居,炎黄艺术馆,慧忠北里,华汇商厦,立水桥北站,地铁立水桥站,东小口,天通苑西门,天通苑街心花园,天通苑街心花园北站,天通中苑西区,天通中苑东区,天通苑塔楼,天通东苑二区西站,天通苑东区小学,天通东苑二区,天通东苑三区,天通东苑三区北站,天通北苑"
北京302路公交车路线 巴沟村—辛庄,"巴沟村,万泉河桥南,芙蓉里小区,海淀桥北,海淀路西口,海淀路东口,中关村南,海淀黄庄北,海淀黄庄南,人民大学,四通桥东,蓟门桥西,北太平桥西,马甸桥东,安华桥西,安贞桥西,安贞桥东,西坝河,静安庄,三元桥,亮马桥,农业展览馆,长虹桥东,团结湖,甜水园街北口,朝阳公园南门,朝阳公园桥东,豆各庄路口西,豆各庄路口北,辛庄"
北京303路公交车路线 西苑枢纽站—西闸,"西苑枢纽站,西苑北站,颐和园,地铁北宫门站,颐和园北宫门,红山口,国防大学,黑山扈,百望山森林公园,西北旺,画眉山路东,画眉山路,屯佃,上庄路口北,永丰屯,海清北路东口,上庄镇南站,上庄镇,上庄水库南站,上庄水库,上庄南口,上庄卫生院,上庄东小营,上庄馨悦嘉园,白水洼,白水洼北站,西闸"
北京304路公交车路线 巴沟村—牡丹园,"巴沟村,海淀南路西口,海淀南路,海淀黄庄东,知春里,知春里东站,知春路,学知桥南,蓟门桥北,蓟门桥南,明光桥北,明光桥东,北京师范大学南门,铁狮子坟,北太平桥北,牡丹园"
北京305路公交车路线 上地五街东口—中苑宾馆,"上地五街东口,上地东街中路,上地三街东口,上地西里,上地南口,正白旗,北京体育大学,圆明园东门,清华附中,圆明园东路,清华大学西门,中关园北站,中关园,中关村南,海淀黄庄北,人民大学,中国农业科学院,魏公村,中央民族大学,国家图书馆,白石桥东,动物园,西直门外,地铁西直门站,北下关,北京交通大学,慈献寺桥,中苑宾馆"
北京306路公交车路线 金盏村—地铁草房站,"金盏村,金盏卫生院,金盏,东窑村北,东窑村口,皮村幸福家园,皮村路口北,皮村西口,朝阳农场,黎各庄,朝阳沙窝,金榆路高安屯北站,金榆路高安屯,金榆路南口,地铁草房站"
北京307路公交车路线 巴沟村—龙域北街东口,"巴沟村,海淀南路西口,海淀南路,海淀黄庄北,中关村南,中关园,蓝旗营,清华园,五道口,北京语言大学,成府路口西,北京科技大学北门,二里庄南口,二里庄,北沙滩桥北,双泉堡南,双泉堡,花虎沟,清河南镇,清河,清河小营桥南,清河小营桥北,四拨子,西三旗桥北,龙兴园,京昌路回龙观,龙兴园,西二旗北路,龙域西一路南口,回龙观村西区,金域华府西门,龙域北街,融泽嘉园南区北门,龙域北街东口"
北京308路公交车路线 鲁谷路衙门口—白云路,"鲁谷路衙门口,永乐西小区,焦家坟路口西,焦家坟路口东,鲁谷西站,鲁谷,十院,鲁谷路东口,太平路西口,采石路口,永定路南口,沙窝桥东,西翠路口西,西翠路口东,太平路东口,万寿路口东,翠微路口,公主坟,军事博物馆,木樨地东,白云路"
北京309区间公交车路线 二七厂—北京西站南广场,"二七厂,二七厂北,崔村,杜家坎,卢沟新桥,抗战雕塑园,西道口,六里桥东,北京西站南广场"
北京309路公交车路线 太子峪陵园—北京西站南广场,"太子峪陵园,丰台庄子,白草洼西,白草洼,白草洼东,太子峪北,太子峪,留霞峪,留霞峪东,崔村西,二七厂北,崔村,杜家坎,卢沟新桥,抗战雕塑园,西道口,岳各庄桥东,六里桥东,北京西站南广场"
北京310路公交车路线 晓月苑公交场站—丰台辛庄,"晓月苑公交场站,晓月苑三里东门,晓月苑医院,晓月苑二里,晓月苑一里,抗战雕塑园,杜家坎,装甲兵干休所,张郭庄小区东,张郭庄小区北,张郭庄,地铁张郭庄站,槐树岭南站,槐树岭,南营东站,南营,南营西站,丰台辛庄东站,丰台辛庄"
北京311路公交车路线 来广营西桥东—大运村公交场站,"来广营西桥东,来广营路口西,广顺桥南,利泽中街西口,利泽西街东口,东湖,北湖渠,黄草湾,新新家园,利泽西街西口,北苑路大屯北站,地铁大屯路东站,大屯东,豹房,豹房西,洼里南口,中科院地理所,科学园南里中街,安翔北路西口,志新路,北京科技大学北门,成府路口西,北京语言大学,展春园西路,展春桥北,大运村路北口,大运村公交场站"
北京312路公交车路线 东小营公交场站—马圈,"东小营公交场站,地铁潞城站,地铁东夏园站,地铁郝家府站,通州杨坨桥西,京东运乔建材城,运乔嘉园,乔庄,玉桥小区,通州交通队,通州国税局,葛布店,地铁果园站,新华联家园,李老新村,郭家场桥,杜仲公园,朝阳半壁店,唐家村,大郊亭桥东,大郊亭桥西,九龙山路口东,九龙山路口西,九龙花园,双井桥东,双井桥西,垂杨柳,马圈"
北京313路公交车路线 晓月苑小区—大王庙,"晓月苑小区,晓月苑三里,齐庄,老庄子,老庄子南,永合庄西,卢沟桥农场,北天堂,大王庙"
北京314路公交车路线 昌平东关—长陵,"昌平东关,中国政法大学(昌平),昌平东环北路,昌平北环东路,昌平北站西,昌平西环北路,昌平西环中路,昌平西关,明皇蜡像宫东门(昌平西关环岛北),昌平涧头村,大宫门,南新村,昌平胡庄,昌平七孔桥,定陵道口,定陵,长陵"
北京315路公交车路线 大钟寺—新都东站,"大钟寺,地铁大钟寺站,蓟门桥西,北太平桥西,马甸桥北,祁家豁子,西三旗桥南,西三旗桥东,邮政研究院,地铁育新站,新都,枫丹丽舍小区南,新都东站"
北京316路公交车路线 疃里三区—小稿村南站,"疃里三区,疃里二区,疃里一区,疃里新村,潞邑西路,小潞邑北站,小潞邑(华龙小区),耿庄桥北,皇木厂,岳庄,通州西大街路口西,通州西门路口东,通州北苑路口东,通州北苑路口南,科印小区,翠屏西路北口,新华联家园,李老新村,北探小区,通州半壁店,通州半壁店新村,大稿北站,大稿南站,大稿新村,万盛北街,小稿村,小稿村南站"
北京317路公交车路线 怡乐南街公交场站—小圣庙南站,"怡乐南街公交场站,怡乐中街,格瑞雅居小区,翠屏北里,翠屏西路北口,科印小区,通州北苑路口南,通州北苑路口东,通州西门路口南,复兴里,后南仓,潞河医院路口东,通州南关西,北小园,西上园,东上园,运河明珠家园,滨河中路,京东运乔建材城,运乔嘉园,乔庄,玉桥东路,梨园北街,玉桥东里,梨园南街,通州电厂,造纸七厂,小圣庙,东方化工厂北门,小圣庙南站"
北京318路公交车路线 田顺庄—香泉环岛,"田顺庄,首钢厂东门,老古城,石景山古城,古城东街南口,古城公园,八角路,八角路东口,石景山游乐园西门,晋元庄,晋元桥南,北方工业大学,首钢医院,黄南苑小区,苹果园南路东口,西黄村北站,西下庄南,西下庄东,北京射击场,南辛庄,双新园,北辛庄,门头馨村南区,南河滩,红旗村,北京植物园,北京植物园南门,香泉环岛"
北京320路公交车路线 地铁西二旗站—北京西站,"地铁西二旗站,上地七街,上地五街,上地西里,上地南口,正白旗,北京体育大学,圆明园东门,清华附中,圆明园东路,清华大学西门,中关园北站,中关园,中关村北,中关村南,海淀黄庄北,海淀黄庄南,人民大学,中国农业科学院,魏公村,中央民族大学,国家图书馆,白石桥南,四道口东,百万庄,甘家口大厦,甘家口北,钓鱼台,木樨地北,公安大学,白云观,白云桥西,小马厂,北京西站"
北京321路公交车路线 云岗南宫南站—六里桥东,"云岗南宫南站,南宫新苑小区,云岗南宫,云岗南宫北站,云岗北区,佃起村,朱家坟,赵辛店,岳各庄桥东,六里桥东"
北京321区间公交车路线 珠江御景小区—六里桥东,"珠江御景小区,朱家坟,赵辛店,岳各庄桥东,六里桥东"
北京322路公交车路线 古城西桥公交场站—四惠枢纽站,"古城西桥公交场站,霍屯村,武夷花园,三元村,百合湾小区,通州东关大桥,通州东关西,新华大街,通州西大街路口东,通州西门路口东,通州北苑路口西,八里桥,四惠枢纽站"
北京322区间公交车路线 武夷花园—四惠枢纽站,"武夷花园,三元村,百合湾小区,通州东关大桥,通州东关西,新华大街,通州西大街路口东,通州西门路口东,通州北苑路口西,四惠枢纽站"
北京323路公交车路线 富丰桥西—知春里,"富丰桥西,看丹桥,正阳桥北,北大地,北大街,东大街北口,丰台北路,地铁西局站,丽泽桥,西局,六里桥南,六里桥北里,莲花桥,公主坟南,八一湖,玉渊潭西门,航天桥北,花园桥北,紫竹桥南,万寿寺,为公桥,三义庙,人民大学,双榆树小区,知春里路口南,知春里"
北京324路公交车路线 开发区交通服务中心—木樨园桥北,"开发区交通服务中心,锦绣街,运成街,亦庄兴盛街,荣京东街,隆庆街,万源街东口,万源街西口,天华北街东口,天华北街西口,亦庄实验学校,亦庄体育中心,亦庄桥南,亦庄桥北,地铁旧宫站,旧宫东口,旧宫,庑殿路南口,吉庆庄,清和园,万源路,东高地,西洼地,三营门,和义南站,和义农场,久敬庄,大红门桥北,大红门西里,南苑路果园,地铁海户屯站,木樨园桥北"
北京325路公交车路线 衙门口—高井路口南,"衙门口,七星园,六合园北,银河大街,京原东站,京原路口东,京原路口西,京燕饭店,八角西街,八角南路,古城公园,古城东街,八角北路西口,古城北路西口,杨庄路西口,苹果园南,地铁苹果园站,金顶南路,金安桥西,铸造村,首钢小西门,广宁村,石景山火车站,麻峪,电厂路,高井路口南"
北京326路公交车路线 朝凤庵村—地铁南邵站,"朝凤庵村,前锋学校,昌平东关,亢山广场,松园小区西门,中国政法大学北门(昌平),昌平一中,昌平东环北路,昌平北环东路,昌平北站东,昌平区医院,昌平鼓楼南街北口,昌平中心公园,昌平南环路,润杰经典小区,水关新村南,振兴路,世涛天朗小区南门,昌盛园二区东门(介山村),南环大桥西(畅椿阁小区),南环大桥东,张营小区,地铁南邵站"
北京327路公交车路线 田顺庄—槐树岭公交场站,"田顺庄,首钢厂东门,老古城,石景山古城,八角,京燕饭店,京原路口西,衙门口西,衙门口桥北,衙门口村,三号桥,石景山水屯,河堤,燕山水泥厂,漫水桥,芦井北,芦井,芦井村,八一射击场,南营北站,南营东站,槐树岭,槐树岭公交场站"
北京328路公交车路线 龙泉驾校—和平东桥,"龙泉驾校,冷泉村,亮甲店西站,亮甲店,回民公墓,西北旺,百望山森林公园,百旺家苑,马连洼西站,马连洼,菊园,菊园东站,上地三街西口,上地三街东口,上地桥东,清河大楼,清河小营桥西,清河小营桥南,马甸桥东,安华桥西,安贞桥西,安贞桥东,和平西桥,和平东桥"
北京329路公交车路线 晓月苑公交场站—李家峪北,"晓月苑公交场站,晓月苑八里,晓月苑小区,晓月苑医院,晓月苑游泳馆,晓月苑一里,抗战雕塑园,卢沟新桥,杜家坎,长辛店北口,长辛店南口,北京十中,赵辛店,朱家坟,二老庄,张家坟北,董家坟,辛庄路口,镇岗塔路北口,吕村,杨家坟东口,太子峪陵园南门,李家峪南,李家峪,北宫敬老院,李家峪北"
北京330路公交车路线 后沙涧—温泉苗圃,"后沙涧,后沙涧南站,前沙涧,稻香湖,西小营,西小营南站,高里掌,温泉辛庄北站,温泉辛庄,温泉,温泉苗圃"
北京331路公交车路线 新街口豁口—香泉环岛,"新街口豁口,玉桃园,索家坟,文慧桥北,明光桥东,铁狮子坟,北太平桥西,花园路,塔院,北医三院,北京航空航天大学,成府路口南,北京语言大学,五道口,清华园,蓝旗营,中关园北站,清华大学西门,圆明园南门,颐和园路东口,西苑,颐和园,地铁北宫门站,颐和园北宫门,青龙桥,军事科学院,厢红旗,林业科学研究院,娘娘府,三一六医院,丰户营,丰户营西站,正蓝旗,香泉环岛"
北京332路公交车路线 地铁北宫门站—前门西,"地铁北宫门站,颐和园,西苑,颐和园路东口,北京大学西门,海淀桥北,海淀路西口,海淀路东口,中关村南,海淀黄庄北,人民大学,中国农业科学院,魏公村,中央民族大学,国家图书馆,白石桥东,动物园,西直门外,西直门,车公庄东,官园,平安医院,平安里路口南,西四路口南,西单商场,西单路口南,宣武门东,和平门东,前门西"
北京333路公交车路线 安宁庄东路南口—西苑,"安宁庄东路南口,安宁庄前街东口,安宁庄前街西口,当代城市家园,西二旗,西二旗大街,地铁西二旗站,软件园广场,东北旺北,软件园北站,后厂村路,夏霖园,中海枫涟山庄北门,百旺新城,西北旺东村,永丰路南站,圆明园西路北口,梅园,中国农业大学西校区,肖家河,小清河,骚子营,西苑"
北京334路公交车路线 吴庄公交场站—动物园枢纽站,"吴庄公交场站,莲芳桥东,莲芳东桥东,莲玉桥西,莲玉桥东,采石南路南口,新园村,永定路口南,永定路口北,铁家坟南,阜永路口南,田村半壁店南,五孔桥,定慧北桥,五路桥,营慧寺,四季青桥南,四季青桥北,黄庄,黄庄东站,板井路东口,车道沟桥东,北洼路,白石桥西,白石桥东,动物园枢纽站"
北京335路公交车路线 地铁海淀五路居站—东大街南口,"地铁海淀五路居站,恩济东街北口,恩济东街,恩济东街南口,八宝庄,翠微西里,罗道庄,翠微路,万寿路口南,太平路东口,西翠路口东,西翠路口西,沙窝桥东,青塔,郑常庄,岳各庄,岳各庄桥北,丰台路口,岔路口,北大街,东大街,东大街南口"
北京336路公交车路线 大峪—地铁海淀五路居站,"大峪,新桥大街,城子大街南口,城子,城子职高,三家店西口,三家店,三家店东口,石景山南宫,五里坨,黑石头,石景山高井,高井路口西,模式口西里,首钢小区,金安桥北,金安桥东,金顶南路,地铁苹果园站,苹果园东,苹果园中学,苹果园南路东口,西黄村,廖公庄,廖公庄东,什坊院,田村西口,田村,田村半壁店,五孔桥,地铁海淀五路居站"
北京337路公交车路线 金安桥北—公主坟西,"金安桥北,北辛安,北辛安南,田顺庄,首钢厂东门,老古城,石景山古城,八角,京燕饭店,京原路口东,京原东站,老山,地铁八宝山站,八宝山,玉泉路口西,永定路口西,五棵松桥东,沙沟路口西,东翠路口,万寿路口西,翠微路口,公主坟西"
北京338路公交车路线 丰台体育中心—玉泉路口南,"丰台体育中心,丰台路口,丰台路口西,大井,双楼村,双林南路,小屯东口,梅市口南站,梅市口,曹家坟,小瓦窑,石槽,玉泉路口南"
北京339路公交车路线 王佐—北京西站,"王佐,东王佐,云岗南宫北站,云岗,云岗北区,佃起村,张家坟,朱家坟,赵辛店,北京十中,长辛店医院,长辛店南口,长辛店北口,杜家坎,卢沟新桥,抗战雕塑园,西道口,六里桥北里,北京西站"
北京341路公交车路线 德茂桥东—青云店公交场站,"德茂桥东,德茂庄,地铁德茂站,忠兴庄,瀛海庄,地铁瀛海站,三槐堂,笃庆堂,北普陀影视城,大兴南宫,南大红门,曹村,垡上,青云店敬老院,青云市场,花园新区,青云店镇,青云店公交场站"
北京342路公交车路线 古城西桥公交场站—翠福园小区,"古城西桥公交场站,霍屯村,武夷花园,三元村,百合湾小区,通州东关大桥,通州东关西,新华大街,通州西大街路口东,地铁通州北关站,富河园小区,西潞苑小区,北马庄南,北马庄,金地格林小区,安顺北里,翠福园西口,翠福园小区"
北京343路公交车路线 地铁新宫站—北京南站南广场,"地铁新宫站,南庭新苑北区,五爱屯,红房子路口北,南苑北马路,南苑,大红门南路,大红门派出所,大红门南路北口,大红门,建欣苑中街,建欣苑,鑫福里小区,西马厂北口,马家堡东口,洋桥北,四路通,北京南站南广场"
北京344快车公交车路线 回龙观公交场站—德胜门西,"回龙观公交场站,回龙园,龙华园东区,龙华园,北郊农场桥东,北郊农场桥,祁家豁子,马甸桥南,德胜门西"
北京345快车公交车路线 德胜门西—朝凤庵村,"德胜门西,积水潭桥北,北京师范大学,铁狮子坟,北太平桥北,牡丹园东,沙河,沙河北大桥,水屯,昌平西环南路,昌平南大街,中国政法大学(昌平),昌平东关,前锋学校,朝凤庵村"
北京345路公交车路线 德胜门西—昌平北站,"德胜门西,北京师范大学,马甸桥西,祁家豁子,安翔桥北,北沙滩桥北,清河南镇,清河,清河小营桥北,西三旗桥北,京昌路回龙观,北郊农场桥北,二拨子,朱辛庄,史各庄南,史各庄(定福皇庄南),定福皇庄,碧水庄园,沙河,沙河北大桥,路庄桥北,满井,小寨,西沙屯,白浮,水屯桥北,水屯,昌平南环中路,昌平中心公园,昌平北站"
北京346路公交车路线 西苑枢纽站—凤凰岭,"西苑枢纽站,西苑北站,颐和园,地铁北宫门站,颐和园北宫门,安河桥,红山口,国防大学,黑山扈,百望山森林公园,西北旺,回民公墓,亮甲店,亮甲店西站,屯佃大桥,冷泉村北,太舟坞,温泉路东口,杨家庄,白家疃东口,白家疃西口,温泉苗圃,温泉,温泉村,温泉西口,南安河东,周家巷,北安河,北安河西口,九王坟,草场,西埠头,西埠头河滩,聂各庄南,聂各庄,台头村,凤凰岭"
北京347路公交车路线 八大处—新街口豁口,"八大处,八大处南站,杏石口,西下庄东,北京射击场,巨山,南辛庄,巨山农场,西平庄,南平庄,海淀区残联,佟家坟,四季青桥西,四季青桥东,板井,车道沟桥东,北洼路,白石桥西,白石桥东,动物园,西直门外,玉桃园,新街口豁口"
北京348路公交车路线 大鲁店公交场站—大北窑南,"大鲁店公交场站,大鲁店,小鲁店南,黑庄户西口,郎各庄东,郎各庄,郎各庄西,马家湾,马家湾西,孙家坡,化工桥东,化工桥西,北京焦化厂,工业技师学院,垡头南站,垡头,垡头北站,垡头桥南,朝阳大柳树,朝阳大柳树西站,窑洼湖桥东,大郊亭桥南,大郊亭桥西,九龙山路口西,九龙花园,双井桥北,双花园,大北窑南"
北京349路公交车路线 丰台西站—北京西站南广场,"丰台西站,丰台西站北,榆树庄,人民村,人民村北站,西洪泰庄,南五里店,程庄路口东,丰台医院,正阳桥北,北大地,北大街,东大街,丰管路,前泥洼,西管头,丰益桥西,丽泽桥,西局,六里桥南,六里桥东,北京西站南广场"
北京350路公交车路线 东大桥公交场站—组干学院,"东大桥公交场站,东大桥路口东,呼家楼东,小庄路口东,东八里庄,十里堡,太平庄,民航医院,朝阳路高井,大黄庄桥西,白家楼,平房路,平房东口,东坝中路南口,东坝中路,金泰丽富嘉园,北京奥林匹克花园,奥林匹克花园东门,东坝中街,铁十六局,东坝,三岔河北站,东岗子,楼梓庄桥西,组干学院"
北京351路公交车路线 丰台体育中心—地铁首经贸站,"丰台体育中心,岔路口,北大地,正阳桥北,看丹桥东,韩庄子北,造甲村,刘家村,丰台桥梁厂,樊家村,万芳园一区,地铁首经贸站"
北京352路公交车路线 旧宫—劲松中街,"旧宫,旧宫东口,旧宫北马路,珊瑚桥南,小红门路口北,姚村,肖村桥,北京七十一中学,龙爪树南里,龙爪树,分钟寺,周家庄路西口,十里河桥北,劲松桥南,劲松中街"
北京353路公交车路线 万源路—富丰桥西,"万源路,东高地,西洼地,三营门东,新华路南口,红房子路口西,五爱屯,南苑西路,地铁新宫站,新宫村,新发地桥西,银地家园,花乡桥东,黄土岗,花乡桥北,四合庄,新村,造甲村,韩庄子北,看丹桥东,看丹桥,富丰桥西"
北京355路公交车路线 育新小区—三义庙,"育新小区,育新小区北口,邮政研究院,西三旗桥东,清河小营桥南,清河,学清路北口,马家沟,学知园,石板房,静淑苑,六道口,北京林业大学,清华东路西口,清华园,蓝旗营,中关园,中关村南,海淀黄庄北,人民大学,四通桥西,三义庙"
北京356路公交车路线 云岗—大灰厂西站,"云岗,云岗南宫北站,东王佐,王佐学校,王佐卫生院,西王佐北,丰台下庄,侯家峪,沙锅村南站,沙锅村,丰台李家坟南,丰台李家坟,大灰厂,大灰厂西站"
北京357路公交车路线 昌平东关—高崖口,"昌平东关,石油大学,东关南里小区南门,昌平南环路,昌平南环中路,昌平西环南路,昌平西关,昌平西关环岛西(北郝庄),昌平邓庄,昌平旧县,昌平旧县西站,昌平陈庄,红泥沟(龙虎台),南口路口南(南口市场),南口东街,南口东站,南口,南口西站(南口西大桥),南口马坊,南口李庄,昌平白房子东站,昌平白房子,昌平白房子西站,曹家庄,北流村,西峰山,王峪沟,昌平瓦窑,昌平瓦窑西站,高崖口乡,高崖口"
北京358路公交车路线 石府路—黄南苑小区,"石府路,石府路东,石府路西,石景山高井,高井路口西,模式口西里,首钢小区,金安桥北,金安桥东,金顶南路,地铁苹果园站,杨庄,杨庄东,晋元桥西,北方工业大学,首钢医院,黄南苑小区"
北京359路公交车路线 东直门外—首都机场,"东直门外,左家庄,三元桥,三元桥东站,京顺路丽都饭店,西八间房,大山桥东,五元桥西,东辛店,北皋,东营,和平农场,和平农场东站(民航博物馆),东苇路北口,苇沟,苇沟大桥,天竺西站,天竺,机场道口,首都机场"
北京360快车公交车路线 香泉环岛—动物园枢纽站,"香泉环岛,北京植物园南门,香山,北京植物园,红旗村,南河滩,门头村,瑞王坟,北京四十五中学,小屯,闵庄,中坞,北营门,四海桥南,南坞,东冉村,黄庄,黄庄东站,板井路东口,车道沟桥东,北洼路,白石桥东,动物园枢纽站"
北京360路公交车路线 西直门—香泉环岛,"西直门,西直门外,动物园,白石桥东,紫竹院南门,北洼路,车道沟桥东,麦钟桥,长春桥,远大路东口,蓝靛厂中路,空军指挥学院南门,四海桥,四海桥北,北营门,中坞,闵庄,小屯,门头新村,北京四十五中学,师达学校,瑞王坟,门头村,南河滩,南河滩北站,红旗村,北京植物园,北京植物园南门,香泉环岛"
北京361路公交车路线 巴沟村—望京科技创业园,"巴沟村,海淀南路西口,人民大学西门,万泉庄,三义庙,四通桥东,红民村,大钟寺,地铁大钟寺站,蓟门桥西,蓟门桥东,北太平桥西,北太平桥东,马甸桥东,安华桥西,安贞桥西,和平西桥北,樱花园西街,中日医院,对外经贸大学,惠新东桥东,望和桥,望和桥东,望京桥西,南湖西里,南湖南路,南湖东园,侯庄路口北,望京西园二区,望京花园,望京科技创业园"
北京362路公交车路线 西直门—西二旗大街,"西直门,西直门外南路,动物园,白石桥东,紫竹院南门,紫竹桥北,万寿寺,万泉河桥南,肖家河,中国农业大学西校区,梅园,圆明园西路北口,马连洼西站,马连洼,菊园,东北旺中路,软件园南站,软件园东站,地铁西二旗站,西二旗大街"
北京363路公交车路线 四惠枢纽站—青青家园,"四惠枢纽站,陈家林,四惠东站,高碑店桥南,高碑店,高碑店南站,朝阳半壁店,观音堂北,观音堂,古塔公园,王四营,王四营桥东,五方桥西,五方桥东,白鹿司,豆各庄桥,青青家园"
北京364路公交车路线 双桥农场西站—金盏,"双桥农场西站,五号井小区,双桥农场,六号井小区,双桥医院,塔营,小寺,杨闸路口南,杨闸环岛西,管庄路口北,科技大学管庄校区,常营路口南,常营,常营北站,东小井,焦庄,焦庄桥西,三岔河南站,三岔河,马厂,北马房,长店路口东,金盏卫生院,金盏"
北京365路公交车路线 永丰公交场站—闵庄南里,"永丰公交场站,丰贤中路西站,丰贤中路,丰贤东路,永嘉北路,永丰路口南,丰滢路口南,赵庄村,中海枫涟山庄北门,中海枫涟山庄东门,西北旺镇政府,春晖园,后厂村路,软件园北站,东北旺北,软件园广场,软件园东站,上地七街,上地五街,上地西里,上地南口,北京体育大学,圆明园东门,清华附中,圆明园东路,清华大学西门,中关园北站,中关园,中关村南,海淀黄庄北,人民大学,四通桥西,三义庙,长春桥路,长春桥东,远大路东口,蓝靛厂中路,空军指挥学院南门,四海桥,北营门,中坞,军需站,闵庄南里"
北京366快车公交车路线 黄村火车站—木樨园桥北,"黄村火车站,站前环岛东,林校路,大兴桥西,黄村,黄村东大街东口北,团河路西口,清源路东口,滨河东里,康庄路东口,高米店,草桥,洋桥西,木樨园桥西,木樨园桥,木樨园桥北"
北京366路公交车路线 黄村火车站—宋家庄枢纽站,"黄村火车站,站前环岛东,林校路,大兴桥西,黄村,黄村东大街东口北,团河路西口,清源路东口,滨河东里,康庄路东口,高米店,郁花园,西红门南站,西红门,福利农场,同兴园,西营房西,西营房,红房子路口南,红房子路口东,新华路南口,三营门,和义南站,和义农场,久敬庄,大红门桥东,大红门东桥西,彩虹城小区,光彩路南口,石榴园东区,宋家庄枢纽站"
北京367路公交车路线 天鑫家园—软件园广场,"天鑫家园,华龙苑北里北门,地铁回龙观东大街站,矩阵小区,回龙观西大街,龙华园东区,龙华园,北郊农场桥东,北郊农场桥,京昌路回龙观,蓝天嘉园,回龙观村东区北门,回龙观村西区,西二旗北站,西二旗大街,地铁西二旗站,上地九街西口,软件园广场"
北京369路公交车路线 黄村火车站—地铁新宫站,"黄村火车站,站前环岛东,林校路,大兴桥西,黄村,黄村东大街东口北,团河路西口,新安里,新居里,新居里北口,首座御园,团河农场,团河行宫,金海学校,金星乡,大白楼,寿宝庄,寿宝庄北站,宏祥路东口,团河路北口,西红门路东口,西营房,西营房西,槐房西路南口,同兴园小区东门,南庭新苑南区,槐房西路,地铁新宫站"
北京370路公交车路线 门头沟圈门—公主坟西,"门头沟圈门,西辛房西,西辛房,东辛房西,东辛房,增产路,矿建街,龙泉西公交场站,小黑山,河滩,新桥大街,双峪路口西,侯庄子,双峪桥,麻峪北口,麻峪,石景山火车站,广宁村,首钢小西门,铸造村,金安桥东,金顶南路,地铁苹果园站,苹果园东,苹果园中学,苹果园南路东口,西黄村,廖公庄,廖公庄东,什坊院,沙石路口南,梁公庵,总参通讯干休所,田村山南路,玉海园,航天部医院,玉泉路口东,永定路口东,五棵松桥东,沙沟路口西,东翠路口,万寿路口西,翠微路口,公主坟西"
北京371路公交车路线 龙域北街东口—霍营公交场站,"龙域北街东口,融泽嘉园南区北门,龙域北街,金域华府西门,回龙观村西区,龙域西一路南口,西二旗北路,龙兴园,西三旗桥北,西三旗桥东,邮政研究院,育新小区北口,地铁育新站,黄土店,文华路南口,新康园北区北门,地铁霍营站,霍营公交场站"
